,wins_std,scheduled_games,std/g,std_per_g,std_per_162
1995,10.160297784154638,144.0,0.07055762350107388,0.07055762350107388,11.430335007173968
1996,10.361502257122488,162.0,0.06395989047606475,0.06395989047606475,10.361502257122488
1997,9.097089676330176,162.0,0.056154874545248,0.056154874545248,9.097089676330176
1998,13.262972672404267,162.0,0.08187020168150783,0.08187020168150783,13.262972672404267
1999,12.955825976286862,162.0,0.07997423442152383,0.07997423442152383,12.955825976286862
2000,10.148610906752156,162.0,0.06264574633797627,0.06264574633797627,10.148610906752156
2001,12.876892461194785,162.0,0.07948699050120238,0.07948699050120238,12.876892461194785
2002,14.53168306006898,162.0,0.08970174728437642,0.08970174728437642,14.53168306006898
2003,13.790984311308492,162.0,0.08512953278585489,0.08512953278585489,13.790984311308492
2004,14.43198044501706,162.0,0.08908629904331519,0.08908629904331519,14.43198044501706
2005,10.39508042195131,162.0,0.06416716309846487,0.06416716309846487,10.39508042195131
2006,9.95979709387695,162.0,0.06148022897454908,0.06148022897454908,9.95979709387695
2007,9.607510461169577,162.0,0.0593056201306764,0.0593056201306764,9.607510461169577
2008,11.277703043544994,162.0,0.0696154508860802,0.0696154508860802,11.277703043544992
2009,11.677835712763212,162.0,0.07208540563434082,0.07208540563434082,11.677835712763214
2010,11.57062195195371,162.0,0.07142359229601056,0.07142359229601056,11.57062195195371
2011,11.886890271790252,162.0,0.07337586587524847,0.07337586587524847,11.886890271790252
2012,11.79910482789555,162.0,0.07283398041910832,0.07283398041910832,11.79910482789555
2013,12.467720969938739,162.0,0.0769612405551774,0.0769612405551774,12.467720969938739
2014,10.183414956384112,162.0,0.06286058615051922,0.06286058615051922,10.183414956384114
2015,10.18540315534324,162.0,0.06287285898360025,0.06287285898360025,10.18540315534324
2016,11.406759317088023,162.0,0.07041209454992607,0.07041209454992607,11.406759317088024
2017,12.024221668625204,162.0,0.07422359054706916,0.07422359054706916,12.024221668625204
2018,14.195339190841246,162.0,0.08762555056074843,0.08762555056074843,14.195339190841246
2019,16.594947652735353,162.0,0.10243794847367502,0.10243794847367502,16.594947652735353
2020,5.831199208112788,60.0,0.09718665346854646,0.09718665346854646,15.744237861904526
2021,8.103461869634032,89.8,0.09023899632109167,0.09023899632109167,14.61871740401685
